id;text;feature;user;sentiment;create_at;source;geo;coordinates;hashtags;mentions
544459;no jogo de pólo aquático o narrador grita que o jogador chutou de longe. fiquei confuso! hashtag;;Lucas_Creek;-1;07/08/2016 00:32;Android;;;Rio2016 ;
540200;rt tag_user chora esquerdalhaque só tem fracassados!! ? chupa essa aí! url;;torrentsquentes;-1;06/08/2016 23:58;Android;;;;nydia376 
530353;gente tá faltando um cachorro invadir uma arena dessas hen hashtag;;Junaobhz;-1;06/08/2016 22:33;Android;;;Rio2016 ;
528502;brasil é derrotado pela austrália pelo placar de 84x66 na estreia da seleção no basquete feminino na hashtag url;;jornalnh;-1;06/08/2016 22:18;TweetDeck;;;Rio2016 ;
526097;como é dificil as brasileiras acertar dois arremessos livres hashtag hashtag hashtag;;ThoDamasceno;-1;06/08/2016 21:59;Android;;;Basquetebol Rio2016 Rio2016noSporTV ;
523921;revancha de la avalancha já saiu! url graças a tag_user tag_user tag_user hashtag hashtag;;DiegoPignones;-1;06/08/2016 21:42;Paper.li;;;rio2016 foratemer ;JC_RS AdsumP stelles_13 
521718;rt tag_user hashtag gol de tag_user para descontar. 1-2. hashtag hashtag;;AangelCoco;-1;06/08/2016 21:26;Android;;;Hockey JuegosOlimpicos Rio2016 ;ivotricarico delfmerino 
519795;rt tag_user brasil, primeiro país que tomou um golpe a sediar as olimpíadas. hashtag hashtag hashtag;;MoyenneA;-1;06/08/2016 21:14;iPad;;;CerimoniaDeAbertura Rio2016 DitaduraTemer ;davi_leste 
519108;hashtag | maracanãzinho – de 6 a 21/08 tem interdição para jogos de vôlei. veja mais: url url;;OperacoesRio;-1;06/08/2016 21:10;Hootsuite;;;RIO2016 ;
515178;rt tag_user me incomoda muito essa mania da torcida brasileira de vaiar os adversários do brasil hashtag;;awesome_bola;-1;06/08/2016 20:45;iPhone;;;Rio2016 ;iGREGORlO 
514229;caras, não conheço nenhuma das jogadoras de basquete do brasil...hashtag hashtag;;fabiobbarros;-1;06/08/2016 20:40;iPhone;;;Rio2016 BRA ;
506954;nossa que sente a dor em mim agora url;;FCAngelicaV;-1;06/08/2016 19:03;Android;;;;
506293;"atleta samir ait said sofre fratura nas olimpíadas 2016; veja vídeo :o url hashtag";;vagasBN;-1;06/08/2016 19:02;Twitter Web Client;;;Rio2016 ;
501292;porra caralho, brasil tinhaque ganhar era pra te colocado os garotos da favela nessa porra hashtag;;Emilly_Faceiro;-1;06/08/2016 18:57;Android;;;Rio2016 ;
497101;olha eu não sirvo pra assistir as olímpiadas grito e fico agoniada por tudo vou para os meus doramas e séries msm;;CooLyuke;-1;06/08/2016 18:47;Android;;;;
473359;yusra mardini fugiu nadando de uma guerra civil na síria e agora nadou na hashtag;;96sjaurxgui;-1;06/08/2016 17:23;iPhone;;;Rio2016 ;
470620;hashtag não deu pra ela hashtag hashtag;;alfabebada;-1;06/08/2016 17:12;iPhone;;;Esgrima BRA Rio2016 ;
469363;eu não tenho emocional pra ver o brasil competir, fico mais nervosa que os competidores hashtag;;victoriasalome8;-1;06/08/2016 17:07;iPhone;;;Rio2016 ;
467579;não gostei muito dessa vitória da holanda, porque corre o risco do brasil pegar a china nas quartas, e aí pode dar ruim ? hashtag hashtag;;CleitonSaraiva;-1;06/08/2016 17:00;iPhone;;;Rio2016 Voleibol ;
465078;rt tag_user quero ver o hashtag e quero ver a hashtag , só que tá passando hashtag tbm.... to perdida hashtag;;Clariinha_bap;-1;06/08/2016 16:50;Android;;;voleidepraia Esgrima Natacao Rio2016 ;PaulinhaBassi 
463440;a verdadeira definição de tanto faz hashtag hashtag url;;justlouistgirl;-1;06/08/2016 16:43;Android;;;GinasticaArtistica Rio2016 ;
458094;hashtag descarta asistir a hashtag de hashtag url /a7/;;79Noticias;-1;06/08/2016 16:21;ArteMe Radio TwitterBot;;;DilmaRousseff inauguración Rio2016 ;
453129;"preparador físico de brasil dice que neymar está ""fuera de forma"" url hashtag url";;US_diarioas;-1;06/08/2016 16:00;DogTrack_Oficial;;;rio2016 ;
441240;ganhar por falta é uma regra ridícula do judô. serio. hashtag hashtag;;RenataNayane;-1;06/08/2016 15:31;Android;;;Judo Rio2016 ;
440302;essas cubanas odeiam a gente!! ?? hashtag hashtag hashtag hashtag;;denisefraga_;-1;06/08/2016 15:28;Android;;;RecordRio2016 Rio2016 GinasticaArtistica JuegosOlimpicos ;
426678;rt tag_user começa hashtag festa não esconde descontentamento no brasil e crise mundial no capitalismo url ht ;;FFerreiraFlavia;-1;06/08/2016 14:55;Android;;;Rio2016 ;EsquerdaDiario 
425827;só pecou na execução mas a nota de dificuldade vai ser alta sim!! hashtag hashtag;;pronomerelativo;-1;06/08/2016 14:52;Twitter Web Client;;;GinasticaArtistica Rio2016 ;
406152;questão ambiental que so não serviu pra baia de guanabara né? url;;janinhatroll;-1;06/08/2016 13:35;iPhone;;;;
405062;tag_user temer vaiado? acho que perdi essa aberura da hashtag;;saulosereno;-1;06/08/2016 13:26;BlackBerry®;;;Rio2016 ;Mleitaonetto 
397126;rt tag_user chora mais elitista do caramba url;;tamyrespalma;-1;06/08/2016 12:44;Android;;;;Felipe__Amorim 
376355;tem feito tanto frio no rio que não duvido não. hahahaha url;;lunavanquick;-1;06/08/2016 03:01;iPhone;;;;
374193;tag_user a região da candelária é conhecida pela sua alta periculosidade e isso desde mt tempo, lembra da chacina?! hashtag;;raphaelscostarj;-1;06/08/2016 03:00;Twitter Web Client;;;Rio2016 ;def6d7201dbc430 
374163;morro de medo desse lugar. desculpe falar. hashtag hashtag hashtag;;LeoFercodine;-1;06/08/2016 03:00;iPhone;;;Rio2016 CerimoniaDeAbertura BRA ;
342389;tô chorando. que lindo! hashtag url;;mariantunes;-1;06/08/2016 02:49;iPhone;;;Rio2016 ;
338064;chorando com o guga. hashtag;;thefinalgirl_;-1;06/08/2016 02:47;Android;;;Rio2016 ;
325666;rt tag_user eu quero é que essas olímpiadas vão pra casa do carvalho, que ranço!!!;;Taynaravoese;-1;06/08/2016 01:21;Android;;;;stpontes_ 
325021;portugal cagou e andou pra gente e veio de jeans hashtag;;Fashionismo;-1;06/08/2016 01:21;iPhone;;;Rio2016 ;
316862;paises baixos e num tenho maturidade pra esse nome hashtag hashtag;;BrunoEngel;-1;06/08/2016 01:16;TweetDeck;;;CerimoniaDeAbertura Rio2016 ;
311020;aqui é santos dumont! o avião é nosso, chupa seus filhos da puta url;;OiwellHD;-1;06/08/2016 01:12;Twitter Web Client;;;;
302216;to chorando não disse por onde vamo tag_user url;;baeqitty;-1;06/08/2016 01:07;Android;;;;fucktaem 
301888;cala a boca seu merda url;;kathepurry;-1;06/08/2016 01:06;iPhone;;;;
300731;cuidado com a burra url;;beerunbroken;-1;06/08/2016 01:06;iPhone;;;;
300247;rt tag_user péssima organização, os atletas entram muito rápido não da tempo de fazer piada no twitter hashtag;;felipekbca;-1;06/08/2016 01:06;iPhone;;;Rio2016 ;10gelo 
281907;glória maria surtando nesse momento! hashtag hashtag;;BiaRosenburg;-1;06/08/2016 00:54;Twitter Web Client;;;Rio2016 CerimoniaDeAbertura ;
278020;rt tag_user confesso que fico apreensivo quando entram essas delegações das arábias. hashtag hashtag;;Junior_Souzajs;-1;06/08/2016 00:52;Android;;;Rio2016 CerimoniaDeAbertura ;seuheitor 
277872;se demora tanto assim pras delegações passar, imagine no céu o tanto de gente hashtag hashtag;;karinereis;-1;06/08/2016 00:52;Twitter Web Client;;;Rio2016 CerimoniaDeAbertura ;
276349;nem é original dela. perai ne '-' url;;Arthur_tutx;-1;06/08/2016 00:50;Twitter Web Client;;;;
273033;é preciso lembrar sempre cala boca galvão (???) hashtag hashtag;;carolscarolsss;-1;06/08/2016 00:48;Twitter Web Client;;;CerimoniaDeAbertura Rio2016 ;
262258;cara de assustada da porta bandeira da gâmbia. hashtag;;b_coimbra;-1;06/08/2016 00:41;iPad;;;Rio2016 ;
254395;eita recalque... url;;cabellofeels;-1;06/08/2016 00:36;TweetDeck;;;;
254331;estados unidos já entraram em uma guerra só nessa andada aí. hashtag hashtag;;marcos_barros97;-1;06/08/2016 00:36;TweetDeck;;;Rio2016 CerimoniaDeAbertura ;
242332;"petrobras - impeachment ou oportunidade de ""privatizar"" o pré-sal url hashtag senado hashtag url";;oan_max_ik;-1;06/08/2016 00:28;Twitter Web Client;;;Rio2016 ForaTemer ;
223324;galvão bueno, sem spoiler please bitch! hashtag hashtag;;Gcamisouza;-1;06/08/2016 00:18;Facebook;;;Rio2016 CerimoniaDeAbertura ;
219509;mano o galvão tá dando muito spoiler! hashtag;;marcelanatra;-1;06/08/2016 00:16;iPhone;;;Rio2016 ;
212608;05 de agosto de 2016 e o pessoal continua usando pau de selfie hashtag hashtag;;BeeRibeiro;-1;06/08/2016 00:12;iPhone;;;CerimoniaDeAbertura Rio2016 ;
205946;menina, tô passado. não teve joelma mandando indireta pra chimbinha... :(((( hashtag hashtag;;obrasilmeama;-1;06/08/2016 00:09;Android;;;CerimoniaDeAbertura Rio2016 ;
203604;eu num vou superar é nunca url;;gabrieliveir;-1;06/08/2016 00:08;Android;;;;
197467;buraquinho do inferno hashtag hashtag hashtag;;PhilAndTheJets;-1;06/08/2016 00:05;Twitter Web Client;;;BEL Rio2016 OpeningCeremony ;
190085;achei que os australianos tinham fugido hashtag hashtag;;LucasDaka;-1;06/08/2016 00:01;Android;;;CerimoniaDeAbertura Rio2016 ;
188900;rt tag_user já chorei em transporte público já chorei em balada mas em abertura de olimpíada jamais pensei hashtag;;_dededessa;-1;06/08/2016 00:01;iPhone;;;Rio2016 ;like1Jones 
188446;"moleca com a ""pranta"" querendo dar tchau, doida para derrubar o negocio tdo! quer xoxar minha abertura kirida!?!? hashtag hashtag";;elaebare;-1;06/08/2016 00:00;Android;;;CerimoniadeAbertura Rio2016 ;
185015;é feio vaiar, gente hashtag;;bel_augusto;-1;05/08/2016 23:59;Twitter Web Client;;;Rio2016 ;
181277;agora vão explodir tudo essa porra hashtag hashtag;;_LZAN;-1;05/08/2016 23:57;iPhone;;;CerimoniaDeAbertura Rio2016 ;
178283;menos corrupção. o povo brasileiro precisa ser respeitado. hashtag hashtag hashtag url;;dioneimax;-1;05/08/2016 23:55;iPhone;;;CerimôniaDeAbertura Rio2016 JogosOlimpicos ;
165838;que legal a floresta dos atletas nao tou chorando nem nada hashtag hashtag hashtag hashtag;;spacegraygirl;-1;05/08/2016 23:50;Twitter Web Client;;;CerimoniaDeAbertura OpeningCeremony Rio2016 Olympics2016 ;
165772;rt tag_user olimpiadas nao e jogo de futebol!! nao precisa de narradores! hashtag hashtag #;;ineedyouhae;-1;05/08/2016 23:49;Android;;;OpeningCeremony Rio2016 ;biphasicos 
161030;comentaristas bosta calem a boca!!! expliquem o ato e se caleeeem queremos ouvir! hashtag hashtag hashtag;;_Mag4;-1;05/08/2016 23:48;Android;;;CerimoniaDeAbertura OpeningCeremony Rio2016 ;
158724;muito triste, é muito triste! hashtag hashtag url;;denistd14;-1;05/08/2016 23:47;Twitter Web Client;;;CerimoniaDeAbertura Rio2016 ;
151458;to tensa ? hashtag hashtag hashtag;;Marina_Assis;-1;05/08/2016 23:44;iPhone;;;CerimoniaDeAbertura OpeningCeremony Rio2016 ;
141205;puta que pariu regina case cagou tudo hashtag;;duca3233;-1;05/08/2016 23:40;Android;;;Rio2016 ;
140927;queria não ouvir regina case falando em inglês, se ela falasse ixxxquenta eu desligava hashtag hashtag;;JohnnyBrassat;-1;05/08/2016 23:40;Android;;;Rio2016 OpeningCeremony ;
138147;que caralhos a regina casé tá fazendo aí? hashtag;;MatheusCostaMMA;-1;05/08/2016 23:39;Twitter Web Client;;;Rio2016 ;
135355;rt tag_user foi muito rápido karol conka. por mim ela ficaria a cerimônia inteira. hashtag hashtag;;gabizandu;-1;05/08/2016 23:38;Android;;;CerimoniaDeAbertura Rio2016 ;DavHusty 
132538;brasil sendo brasil, chora gringada. hashtag hashtag;;milena_cinthia;-1;05/08/2016 23:37;Android;;;Rio2016 OpeningCeremony ;
122944;gente, sinto mto, isso não tá legal nem empolgante não hashtag hashtag;;wakabara;-1;05/08/2016 23:33;iPhone;;;Rio2016 cerimoniadeabertura ;
118309;funk não me representa hashtag hashtag;;Lary_Novaes;-1;05/08/2016 23:31;iPhone;;;Rio2016 CerimoniaDeAbertura ;
116163;eu querendo ouvir o moço cantando e o chato do hashtag tagarelando. hashtag hashtag;;hmatarezio;-1;05/08/2016 23:31;Android;;;GalvaoBueno Rio2016 OpeningCeremony ;
108149;"brasil mandando aquele sutil ""chupa, irmãos wright"" hashtag";;lcleonardo2;-1;05/08/2016 23:28;iPhone;;;Rio2016 ;
105562;"achoque sou o único ""chato"" que nessas horas fica só imaginando quanto foi roubado pra fazer isso. hashtag hashtag";;M1ARCELO;-1;05/08/2016 23:26;Android;;;CerimoniaDeAbertura Rio2016 ;
104104;galvão doido pra soltar mais spoiler. hashtag hashtag;;poxagus;-1;05/08/2016 23:25;Android;;;CerimoniaDeAbertura Rio2016 ;
97330;os escravos não chegaram assim de boa não... hashtag hashtag;;KaliVedder;-1;05/08/2016 23:22;Android;;;CerimoniaDeAbertura Rio2016 ;
96332;"rt tag_user chegaram as ""alegorias"" o galvão é o ""apresentador (o podre do fabiano)"" e a ""galera"" é tipo caprichoso kkkk hashtag";;GabiAzedo;-1;05/08/2016 23:21;Mobile Web (M2);;;Rio2016 CerimoniaDeAbertura ;_KarenNR 
95935;mostrar a nossa formação miscigenada em sua maioria indígena e negra pro povo aprender que o brasil jamais será uma país branco! hashtag;;DutraaJoao;-1;05/08/2016 23:21;Android;;;Rio2016 ;
90177;"tipo invasores"" não ,querida. invasores mesmo!!! hashtag";;biaevinni;-1;05/08/2016 23:18;Android;;;Rio2016 ;
87564;hashtag com medinho das vaias,seja homem seu golpista,dilma sim tem coragem hashtag hashtag;;Celoh_Pedro;-1;05/08/2016 23:17;Windows Phone;;;ForaTemer CerimoniaDeAbertura Rio2016 ;
81163;galvao bueno ninguem quer spoilers hashtag hashtag;;heldx;-1;05/08/2016 23:14;iPhone;;;Rio2016 CerimoniaDeAbertura ;
77752;só falta o galvão parar de falar coisas óbvias. hashtag;;pmenma;-1;05/08/2016 23:12;Android;;;Rio2016 ;
71516;ué, apresentem o temer!! quero ouvir as vaias hashtag hashtag;;aqueladeatena;-1;05/08/2016 23:08;iPhone;;;Rio2016 CerimoniaDeAbertura ;
64976;rt tag_user confessoque só estou vendo essa hashtag pelo hashtag por favor não me decepcionem hashtag;;creuza_oficial;-1;05/08/2016 23:05;iPhone;;;CerimoniaDeAbertura ForaTemer Rio2016 ;QueroSerRica 
63257;e esse mpb de fundo, porra ?? hashtag hashtag;;Sugarnerdiz_;-1;05/08/2016 23:03;Android;;;CerimoniaDeAbertura Rio2016 ;
48474;o maracanã está vazio hashtag hashtag hashtag;;uxlisson;-1;05/08/2016 22:40;Android;;;CerimoniadeAbertura Rio2016 BRA ;
43450;rt tag_user não assista pela tag_user golpista ? hashtag hashtag;;araujosergio;-1;05/08/2016 22:15;Windows Phone;;;CerimôniaDeAbertura Rio2016 ;EsquerdaV RedeGlobo 
29016;a única coisa que posso dizer dessas olimpíadas é que me deu mais saudade do rio que eu já tava. hashtag;;pradoli;-1;05/08/2016 20:20;Twitter Web Client;;;Rio2016 ;
22372;não me surpreende a recusa de pelé em acender a pira olímpica e não considero o futebol um esporte olímpico. precisamos de um novo ídolo hashtag;;DanielaGiacobbo;-1;05/08/2016 18:57;iPhone;;;;
21171;o homem tá sendo possuído por alguma entidade tá falando em linguas url;;titwo_;-1;05/08/2016 18:42;Twitter Web Client;;;;
14832;não espero e nem crio muitas expectativas para essa abertura da olimpíada hashtag só espero que seja menos vergonhosa que a da hashtag;;rodrigoklyngerr;-1;05/08/2016 16:31;Twitter Web Client;;;Rio2016 Copa2014 ;
12133;rt tag_user imaginem a dor de cotoveloque o pt vai ficar se o nome do moro for gritando na hashtag hashtag vai ser é ;;Thassiachando_;-1;05/08/2016 15:54;iPhone;;;CerimoniaDeAbertura Rio2016 ;Rodrigo_Moller_ 
9714;hashtag via estadão: ‘lula participou ativamente do esquema criminoso na petrobrás’, diz procuradoria - url;;___DENISE___EU_;-1;05/08/2016 15:25;Twitter Web Client;;;rio2016 ;
4954;rt tag_user aos 84 anos e em uma cadeira de rodas, zagallo emociona ao conduzir a hashtag hoje,no rio de janeiro hashtag https:// ;;VINICIUS_DJHAY;-1;05/08/2016 14:22;Twitter Web Client;;;TochaOlimpica Rio2016 ;DiarioPE 
2640475;- sai garota , você parece até a hashtag da hashtag já passou na mão de geral vsf;;;-1;;;;;;
2640481;"boto cor-de-rosa recebe a tocha olímpica"" - gente, mas deixa os bicho em paz! eles nem querem sa bosta de olimpíadas hashtag";;;-1;;;;;;
2640484;"é tanta violência na cidade brother é tanta criminalidade"" hashtag hashtag";;;-1;;;;;;
2640486;"enfiem a tocha olímpica no cú seus filhos da puta"" url";;;-1;;;;;;
2640487;gisele bündchen sobre morte da onça juma: 'se você fere uma espécie, fere a nós' url url hashtag;;;-1;;;;;;
2640500;hashtag duplas femininas da noruega são eliminadas em casa e não participarão da hashtag url hashtag;;;-1;;;;;;
2640501;hashtag respeitará decisão de banir hashtag russo da rio-2016: url hashtag hashtag hashtag hashtag;;;-1;;;;;;
2640508;hashtag hashtag hashtag hashtag url;;;-1;;;;;;
2640509;hashtag hashtag rio da vergonha url;;;-1;;;;;;
2640510;hashtag tag_user anuncia adeus à seleção sueca após euro e não irá à hashtag url url;;;-1;;;;;;
2640511;hashtag anuncia aposentadoria e não participará do hashtag url hashtag via tag_user url;;;-1;;;;;;
2640512;hashtag hashtag hashtag hashtag hashtag hashtag não sou a favor das olimpíadas no hashtag url;;;-1;;;;;;
2640514;hashtag hashtag hashtag hashtag a onça juma que interagiu com a tocha olímpica na manhã de... url;;;-1;;;;;;
2640515;hashtag hashtag tudo pelo espetáculo olímpico, mataram a onça-pinta juma: url url;;;-1;;;;;;
2640516;hashtag hashtag // tiroteio fecha estação do metrô na zona norte do rio url via tag_user;;;-1;;;;;;
2640522;hashtag depois do gorila e dos leões,onça que foi morta ao tentar fugir. imagina nas hashtag url;;;-1;;;;;;
2640523;hashtag ela, não merecia... hashtag hashtag hashtag hashtag hashtag hashtag um hashtag hashtag hashtag hashtag hashtag hashtag hashtag;;;-1;;;;;;
2640524;hashtag ela, não merecia... hashtag hashtag hashtag hashtag hashtag hashtag um hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag;;;-1;;;;;;
2640526;hashtag hashtag mais um vexame internacional, outros virão! duvidam? url;;;-1;;;;;;
2640527;hashtag chegando aí até agora não treinei para o revezamento da hashtag que tenho na hashtag;;;-1;;;;;;
2640529;hashtag tem vida inteligente no hashtag hashtag vai aparecer c/ presidente do hashtag óbvio. a ex-foi afastada. evita pagar mico.;;;-1;;;;;;
2640530;hashtag sem hashtag ! hashtag hashtag alô hashtag url;;;-1;;;;;;
2640533;hashtag hashtag hashtag como já não bastasse as roubalheiras, agora um idiota me coloca uma onça em um evento da olimpiada.;;;-1;;;;;;
2640534;hashtag hashtag tá cada dia mais difícil suportar esse país.;;;-1;;;;;;
2640535;hashtag hashtag tô cancelando minha inscrição para ser voluntário. não quero mais esse legado. hashtag url;;;-1;;;;;;
2640537;hashtag a tag_user não causou a morte da onça juma. a exibição fora do seu habitat, agrediu e desrespeitou a vida animal. hashtag;;;-1;;;;;;
2640542;hashtag ambição humana que retira a vida de um animal inocente com o intuito de satisfazer seus próprios caprichos;;;-1;;;;;;
2640544;hashtag calamidade. shame. hashtag url;;;-1;;;;;;
2640545;hashtag nem começou e já faz o brasil passar vergonha! idéia da dupla dilma/lula e seu partido de trambiqueiros! url;;;-1;;;;;;
2640547;"hashtag ""suspeito"" de ser traficante: troca de tiros dentro de hospital do rio deixa morto e feridos hashtag url";;;-1;;;;;;
2640548;"hashtag ""suspeito"" de ser traficante: troca de tiros dentro de hospital do rio deixa morto e feridos hashtag url";;;-1;;;;;;
2640556;hashtag hashtag hashtag britânico é vetado da rio-2016 por envolvimento em caso jean ... uol a delegação britânica de h url;;;-1;;;;;;
2640596;"hashtag hashtag hashtag rio2016: parlamento russo acusa iaaf de ""utilizar desporto como ... correio da manhã o parlamen url";;;-1;;;;;;
2640608;hashtag hashtag hashtag hashtag sem mais palavras! url;;;-1;;;;;;
2640609;hashtag hashtag odebrecht diz que cabral recebeu propina da copa - 22/06/2016 - poder - folha de s.paulo url;;;-1;;;;;;
2640610;hashtag hashtag hashtag tudo pelo espetáculo olímpico, mataram a onça-pinta juma: url;;;-1;;;;;;
2640611;hashtag hashtag olimpíadas rumo a desastre.;;;-1;;;;;;
2640614;hashtag tag_user eis uma vítima da ganância desmedida do homem. tag_user url;;;-1;;;;;;
2640619;hashtag as olimpíadas da morte. url;;;-1;;;;;;
2640620;hashtag atletas olímpicos gregos sem dinheiro desde 2009 url;;;-1;;;;;;
2640623;hashtag cautela, cuidado, atenção redobrada, repelentes, não usem joias, relógios, eletrônicos, ônibus, táxi pirata url;;;-1;;;;;;
2640626;hashtag comité paralímpico da austrália pede aumento da segurança url;;;-1;;;;;;
2640629;hashtag e a conta que não fecha: url;;;-1;;;;;;
2640631;hashtag especialista em segurança desaconselha realização dos jogos do rio url;;;-1;;;;;;
2640632;hashtag estado(rj) falido, ciclovia desmoronada onça morta, bike da atleta australiana roubada... url;;;-1;;;;;;
2640633;hashtag ibrahimovic já avisou que não vem para a olimpíada no brasil. hashtag;;;-1;;;;;;
2640634;"hashtag luto por uma vida que no meio desse evento vai ser esquecido ""onça juma"".";;;-1;;;;;;
2640637;hashtag não deveria ter olimpíadas, temos saúde? segurança? educação ? transportes? falta vergonha na cara. url;;;-1;;;;;;
2640638;hashtag o canal de sports anuncia 56 links ao vivo, 16 canais, mais de uma centena de especialistas e nenhuma narradora hashtag;;;-1;;;;;;
2640639;hashtag o fato de ter uma morte de um animal, um dos mais lindos que temos aqui no brasil,faz desse evento,um evento de felicidade falsa...;;;-1;;;;;;
2640641;hashtag olimpíadas além de ser só mais uma forma de roubar o país , agora eles matam uma onça ...;;;-1;;;;;;
2640643;hashtag onça que participou do desfile da tocha é morta após evento e gera revolta. leia: url url;;;-1;;;;;;
2640644;hashtag parem que tá feio;;;-1;;;;;;
2640645;"hashtag parlamento russo fala em ""violação dos direitos do homem"" url";;;-1;;;;;;
2640646;hashtag passar vergonha está no dna do brasileiro, não tem outra alternativa. hashtag hashtag url;;;-1;;;;;;
2640647;hashtag triste, por que nos humanos, se acostumamos a tirar 'animais' do seu lugar, para colocamos aonde achamos certo, estamos errados...;;;-1;;;;;;
2640648;hashtag uma calamidade hashtag hashtag url;;;-1;;;;;;
2640649;hashtag vem que a poluição estar esperando, os bandidos, a falta de saúde, o péssimo transporte público url;;;-1;;;;;;
2640650;hashtag vergonha .;;;-1;;;;;;
2640651;hashtag vergonha!! url;;;-1;;;;;;
2640654;hashtag pedido de desculpas não vai trazer a onça de volta. seu bando de irresponsáveis!;;;-1;;;;;;
2640655;hashtag uma piada de mal gosto atrás da outra...alguém aí quer vestir roupinha de chita cor de caganeira de... url;;;-1;;;;;;
2640656;hashtag com dilma rousseff junto nós não iremos comparecer url;;;-1;;;;;;
2640658;hashtag hashtag hashtag hashtag hashtag hashtag - texto para ampla divulgação, urgente! url;;;-1;;;;;;
2640659;hashtag lagoas de esgoto hashtag hashtag hashtag hashtag;;;-1;;;;;;
2640662;hashtag na hashtag hashtag com multa de r$1.500,00. url;;;-1;;;;;;
2640664;hashtag hashtag hashtag hashtag 'erramos',diz hashtag após morte de hashtag no hashtag hashtag hashtag url;;;-1;;;;;;
2640665;hashtag hashtag hashtag hashtag 'erramos',diz hashtag após morte de hashtag no hashtag hashtag hashtag url;;;-1;;;;;;
2640680;?? rio 2016 ?? a celebração da estupidez humana. hashtag hashtag hashtag hashtag url;;;-1;;;;;;
2640682;??brasil a nação palhaça deste circo que esta a sociedade. ?? hashtag ??hashtag — celebrating a imbecialidade alheia...;;;-1;;;;;;
2640683;tag_user é ~inacreditável~ saber que essas coisas medonhas foram aprovadas. hashtag;;;-1;;;;;;
2640684;tag_user fale sobre a onça que mataram em manaus durante a tocha olímpica! ??hashtag hashtag hashtag hashtag hashtag;;;-1;;;;;;
2640687;tag_user vocês não têm vergonha de estarem tão mal preparados? usar juma neste circo de vocês e acabar a matando?! hashtag;;;-1;;;;;;
2640691;tag_user o exército que é culpado vai investigar eles mesmos? bando de fdp! enfia essa tag_user no cu, já deu esse circo hashtag;;;-1;;;;;;
2640696;tag_user mas stephen curry está fora das olimpíadas, lamentável! hashtag;;;-1;;;;;;
2640698;tag_user a globo preocupada com hashtag ou hashtag na hashtag o povo preocupado com o hashtag hashtag a contra intuição nos une, o desastre.;;;-1;;;;;;
2640699;tag_user como disse a filha do ricardo teixeira, o que tinha pra ser roubado já foi. hashtag corrupção feita como tirar doce de criança;;;-1;;;;;;
2640700;tag_user somem a isso, crianças abandonadas a própria sorte em latas de lixo, 70 mil homicídios e corrupção, eis o brasil. hashtag;;;-1;;;;;;
2640701;tag_user tem acontecido coisas inacreditáveis nesses desfiles da tocha olímpica, até a morte de um animal que não deveria estar lá! hashtag;;;-1;;;;;;
2640702;tag_user esta ele certissimo hashtag vai dar merda;;;-1;;;;;;
2640703;tag_user juma que a hashtag caia sobre quem atirou na bela onça domesticada. covarde. url;;;-1;;;;;;
2640704;tag_user sabendo fazer uma bela cagada desde 1962... hashtag hashtag url;;;-1;;;;;;
2640705;tag_user sujeita na lagoa, onça morta meio ambiente, rio doce fora samarco hashtag;;;-1;;;;;;
2640709;tag_user nao há esperança quando se mata um animal em nome do esporte e de uma hashtag de merda hashtag;;;-1;;;;;;
2640710;tag_user tag_user a tocha passa e o exército mata hashtag;;;-1;;;;;;
2640712;tag_user tag_user esse é o rj sob a administração canalha dos aliados de hashtag e hashtag hashtag hashtag hashtag;;;-1;;;;;;
2640713;tag_user a simulação de segurança é eterna no rj hashtag;;;-1;;;;;;
2640714;tag_user e os riscos dos bandidos zica que estão dominando todo o rj hashtag não vejo solução p esse problema????.. eua mandem o tag_user pf;;;-1;;;;;;
2640715;tag_user que absurdo tira a onça que estava quieta lá pra fazer essa palhaçada e depois mata? hashtag hashtag;;;-1;;;;;;
2640721;tag_user url pior que foi meio tenso, fiquei sem entender eles dando seta haueha tá ai;;;-1;;;;;;
2640723;tag_user tag_user ta feio vocês defendo o assassinato do hashtag e a hashtag com os botos foi o q? hashtag hashtag hashtag hashtag;;;-1;;;;;;
2640725;tag_user e depois dessa tragédia os eventos continuam como se nada tivesse acontecido, lamentável! hashtag hashtag;;;-1;;;;;;
2640732;tag_user tag_user deixem os bichos em paz, o que eles têm a ver com esta m*rda, será que vocês não aprendem a lição?? hashtag;;;-1;;;;;;
2640733;tag_user tag_user jesus!!!! vocês não cansam de fazer merda!?? deixem os bichos fora dessa palhaçada ???????????? hashtag;;;-1;;;;;;
2640734;tag_user tag_user tag_user a tocha da corrupção e agora da matança. hashtag hashtag hashtag url;;;-1;;;;;;
2640736;tag_user não t vergonha na cara, depois da morte do felino, fotos c boto imbecis filho da puta hashtag url;;;-1;;;;;;
2640738;tag_user hashtag saudade de quando o samba era popular e não um braço da hashtag hashtag . r$60 é um assalto! tag_user;;;-1;;;;;;
2640746;“o rio me deu condições de executar meu trabalho, mas agora está me tirando isso” url hashtag;;;-1;;;;;;
2640748;2 bilhões e 900 milhões para a segurança durante os jogos olímpicos? alguém acreditou? se usarem 500 milhões será muito. hashtag hashtag;;;-1;;;;;;
2640754;70 reais pra três dias. bem caro url;;;-1;;;;;;
2640757;a tag_user passou a semana toda justificando o injustificável! tudo porque organizam a passagem da tocha! hashtag hashtag hashtag hashtag;;;-1;;;;;;
